date,code,address,neighbourhood,municipality,collection point,taste,odor
18/02/2020,RJ-09 P13,Rua Mario Faustino,"Recreio dos
Bandeirantes",Rio de Janeiro,"Rede de
Distribuição",2,1
18/02/2020,RJ-09 P15,Rua Haroldo Cavalcanti,"Recreio dos
Bandeirantes",Rio de Janeiro,"Rede de
Distribuição",2,2
18/02/2020,RJ-09 P19,Rua Murilo Araujo,"Recreio dos
Bandeirantes",Rio de Janeiro,"Rede de
Distribuição",2,2
18/02/2020,RJ-09 P18,Rua Professor Motta Maia,"Recreio dos
Bandeirantes",Rio de Janeiro,"Rede de
Distribuição",2,2
18/02/2020,RJ-09 P17,Rua Jorge Yunes,"Recreio dos
Bandeirantes",Rio de Janeiro,"Rede de
Distribuição",2,2
18/02/2020,RJ-08 P11,Rua Einsten,Itanhangá,Rio de Janeiro,"Rede de
Distribuição",2,2
18/02/2020,RJ-08 P12,"Rua Major Rolinda da
Silva",Barra da Tijuca,Rio de Janeiro,"Rede de
Distribuição",2,2
18/02/2020,RJ-08 P15,"Avenida Armando
Lombardi",Barra da Tijuca,Rio de Janeiro,"Rede de
Distribuição",2,2
18/02/2020,RJ-08 P23,Avenida do Pepe,Barra da Tijuca,Rio de Janeiro,"Rede de
Distribuição",2,2
18/02/2020,RJ-08 P24,"Rua General Sidônio Dias
Correa",Barra da Tijuca,Rio de Janeiro,"Rede de
Distribuição",2,2
18/02/2020,RJ-08 P26,Rua General Ivan Raposo,Barra da Tijuca,Rio de Janeiro,"Rede de
Distribuição",2,2
18/02/2020,RJ-08 P27,Avenida Afonso Taunay,Barra da Tijuca,Rio de Janeiro,"Rede de
Distribuição",2,2
18/02/2020,BX-02 P03,Rua Garibalde,"Jardim 25 de
Agosto - Duque de","Duque de
Caxias","Rede de
Distribuição",2,2
18/02/2020,BX-02 P11,Rua Alcindo Guanabara,"Parque Felicidade -
Duque de Caxias","Duque de
Caxias","Rede de
Distribuição",2,2
18/02/2020,BX-03 P10,"Rua Dr Heitor Da Costa
Val",Centro - Mesquita,Mesquita,"Rede de
Distribuição",2,2
18/02/2020,BX-03 P11,Rua Casulo,Centro - Mesquita,Mesquita,"Rede de
Distribuição",2,2
18/02/2020,"BX-04/2
P03",Rua João Pessoa,Olinda - Nilópolis,Nilópolis,"Rede de
Distribuição",2,2
18/02/2020,"BX-04/2
P08",Rua Coronel França Leite,Cabral - Nilópolis,Nilópolis,"Rede de
Distribuição",2,2
19/02/2020,RS-CN,Reservatório Caixa Nova,Alto da Boa Vista,Rio de Janeiro,"Macro
Distribuição",2,2
19/02/2020,RS-ED,"Reservatório Eng. de
Dentro",Engenho de Dentro,Rio de Janeiro,"Macro
Distribuição",2,1
19/02/2020,RS-PD,Reservatório Pedregulho,Benfica,Rio de Janeiro,"Macro
Distribuição",2,2
19/02/2020,RS-MC,Reservatório - Macacos,Jardim Botânico,Rio de Janeiro,"Macro
Distribuição",2,2
19/02/2020,INT-11  P09,"Rua Luiz Coutinho
Cavalcanti",Guadalupe,Rio de Janeiro,"Rede de
Distribuição",2,2
19/02/2020,INT-11  P13,Rua Marina,Bento Ribeiro,Rio de Janeiro,"Rede de
Distribuição",2,2
19/02/2020,INT-11  P25,Rua Alexandre Gasparoni,Marechal Hermes,Rio de Janeiro,"Rede de
Distribuição",2,1
19/02/2020,BX-06  P06,Rua Savero Jose Bruno,"Aero Clube - Nova
Iguaçu",Nova Iguaçu,"Rede de
Distribuição",2,2
19/02/2020,BX-06 P30,Rua Dr Barros Junior,"Centro - Nova
Iguaçu",Nova Iguaçu,"Rede de
Distribuição",2,2
19/02/2020,RJ-14 P09,Pra Reconcavo,Sepetiba,Rio de Janeiro,"Rede de
Distribuição",2,2
19/02/2020,RJ-14 P21,Etr Paciencia,Santa Cruz,Rio de Janeiro,"Rede de
Distribuição",2,2
20/02/2020,MQ-SP Disp.,"Rua Marquês de Sapucaí -
Dispersão",Cidade Nova,Rio de Janeiro,"Rede de
Distribuição",2,2
20/02/2020,MQ-SP Conc.,"Rua Marquês de Sapucaí -
Concentração",Cidade Nova,Rio de Janeiro,"Rede de
Distribuição",2,2
20/02/2020,INT-03 P06,Rua Betula,Guadalupe,Rio de Janeiro,"Rede de
Distribuição",2,2
20/02/2020,INT-03 P19,Rua Caiena,Bento Ribeiro,Rio de Janeiro,"Rede de
Distribuição",2,2
20/02/2020,INT-03 P29,Rua Marape,Honório Gurgel,Rio de Janeiro,"Rede de
Distribuição",2,1
20/02/2020,RJ-13 P02,Rua Olimpia Esteves,Padre Miguel,Rio de Janeiro,"Rede de
Distribuição",2,2
20/02/2020,RJ-13 P11,Rua Pedro Gomes,Realengo,Rio de Janeiro,"Rede de
Distribuição",2,2
20/02/2020,RJ-13 P21,"Estrada Manoel Nogueira
de Sá",Bangu,Rio de Janeiro,"Rede de
Distribuição",2,2
20/02/2020,RJ-13 P25,Rua Teodoro Sampaio,Jardim Sulacap,Rio de Janeiro,"Rede de
Distribuição",2,2
20/02/2020,RJ-03 P02,Pra Jacarandas,Lagoa,Rio de Janeiro,"Rede de
Distribuição",2,2
20/02/2020,RJ-03 P08,Rua Inglês de Souza,Jardim Botânico,Rio de Janeiro,"Rede de
Distribuição",2,2
20/02/2020,RJ-03 P11,Avenida Rodrigo Otávio,Gávea,Rio de Janeiro,"Rede de
Distribuição",2,2
20/02/2020,RJ-03 P14,Rua Oitis,Gávea,Rio de Janeiro,"Rede de
Distribuição",2,2
20/02/2020,RJ-03 P15,"Rua Marques de São
Vicente",Gávea,Rio de Janeiro,"Rede de
Distribuição",2,2
20/02/2020,RJ-03 P19,Rua Codajás,Leblon,Rio de Janeiro,"Rede de
Distribuição",2,2
20/02/2020,RJ-03 P20,Rua Timoteo da Costa,Leblon,Rio de Janeiro,"Rede de
Distribuição",2,1
20/02/2020,RJ-03 P27,Rua Cupertino Durão,Leblon,Rio de Janeiro,"Rede de
Distribuição",2,2
20/02/2020,RJ-03 P28,Rua Mario Ribeiro,Leblon,Rio de Janeiro,"Rede de
Distribuição",2,2
20/02/2020,RJ-16 P07,Rua Barão da Torre,Ipanema,Rio de Janeiro,"Rede de
Distribuição",2,2
20/02/2020,RJ-16 P08,Rua Vinicius de Moraes,Ipanema,Rio de Janeiro,"Rede de
Distribuição",2,2
20/02/2020,RJ-16 P10,Rua Prudente de Moraes,Ipanema,Rio de Janeiro,"Rede de
Distribuição",2,2
20/02/2020,RJ-16 P12,Rua Francisco Sá,Copacabana,Rio de Janeiro,"Rede de
Distribuição",2,1
20/02/2020,RJ-16 P15,Avenida Atlântica,Copacabana,Rio de Janeiro,"Rede de
Distribuição",2,2
20/02/2020,RJ-16 P17,Ladeira Tabajaras,Copacabana,Rio de Janeiro,"Rede de
Distribuição",2,2
20/02/2020,RJ-16 P23,Rua Gustavo Sampaio,Leme,Rio de Janeiro,"Rede de
Distribuição",2,1
20/02/2020,RJ-16 P24,"Rua General Ribeiro da
Costa",Leme,Rio de Janeiro,"Rede de
Distribuição",2,2
20/02/2020,RJ-16 P28,Rua Ramon Franco,Urca,Rio de Janeiro,"Rede de
Distribuição",2,2
20/02/2020,RJ-16 P33,Avenida Pasteur,Botafogo,Rio de Janeiro,"Rede de
Distribuição",2,2
21/02/2020,RJ-12 P01,Rua Miguel Angelo,Maria da Graça,Rio de Janeiro,"Rede de
Distribuição",2,2
21/02/2020,RJ-12 P11,Rua Cachambi,Cachambi,Rio de Janeiro,"Rede de
Distribuição",2,2
21/02/2020,RJ-12 P13,Rua José Bonifácio,Todos os Santos,Rio de Janeiro,"Rede de
Distribuição",2,2
21/02/2020,RJ-12 P15,Rua Luiz Silva,Abolição,Rio de Janeiro,"Rede de
Distribuição",2,2
21/02/2020,RJ-12 P17,Rua Glaziou,Pilares,Rio de Janeiro,"Rede de
Distribuição",2,2
21/02/2020,INT-04 P01,Rua Silva Gomes,Cascadura,Rio de Janeiro,"Rede de
Distribuição",2,2
21/02/2020,INT-04 P05,Rua Atila Da Silveira,Oswaldo Cruz,Rio de Janeiro,"Rede de
Distribuição",2,2
21/02/2020,INT-04 P06,Etr Portela,Madureira,Rio de Janeiro,"Rede de
Distribuição",2,2
21/02/2020,RJ-04 P29,Rua Nerval De Gouvea,Quintino Bocaiuva,Rio de Janeiro,"Rede de
Distribuição",2,3
21/02/2020,"Concentração
20:30","Rua Marquês de Sapucaí -
Concentração",Cidade Nova,Rio de Janeiro,"Rede de
Distribuição",2,1
21/02/2020,"Dispersão -
20:00","Rua Marquês de Sapucaí -
Dispersão",Cidade Nova,Rio de Janeiro,"Rede de
Distribuição",2,2
22/02/2020,"Concentração
00:00","Rua Marquês de Sapucaí -
Concentração",Cidade Nova,Rio de Janeiro,"Rede de
Distribuição",2,2
22/02/2020,"Dispersão -
00:30","Rua Marquês de Sapucaí -
Dispersão",Cidade Nova,Rio de Janeiro,"Rede de
Distribuição",2,2
22/02/2020,"Concentração
04:00","Rua Marquês de Sapucaí -
Concentração",Cidade Nova,Rio de Janeiro,"Rede de
Distribuição",2,1
22/02/2020,"Dispersão -
04:00","Rua Marquês de Sapucaí -
Dispersão",Cidade Nova,Rio de Janeiro,"Rede de
Distribuição",2,2
22/02/2020,"Concentração
22h","Rua Marquês de Sapucaí -
Concentração",Cidade Nova,Rio de Janeiro,"Rede de
Distribuição",2,2
22/02/2020,"Dispersão -
19:58","Rua Marquês de Sapucaí -
Dispersão",Cidade Nova,Rio de Janeiro,"Rede de
Distribuição",2,2
23/02/2020,"Concentração
02:34","Rua Marquês de Sapucaí -
Concentração",Cidade Nova,Rio de Janeiro,"Rede de
Distribuição",2,2
23/02/2020,"Dispersão -
02:15","Rua Marquês de Sapucaí -
Dispersão",Cidade Nova,Rio de Janeiro,"Rede de
Distribuição",2,2
23/02/2020,"Concentração
04:15","Rua Marquês de Sapucaí -
Concentração",Cidade Nova,Rio de Janeiro,"Rede de
Distribuição",2,2
23/02/2020,"Dispersão -
04:30","Rua Marquês de Sapucaí -
Dispersão",Cidade Nova,Rio de Janeiro,"Rede de
Distribuição",2,2
23/02/2020,"Concentração
18:00","Rua Marquês de Sapucaí -
Concentração",Cidade Nova,Rio de Janeiro,"Rede de
Distribuição",2,1
23/02/2020,"Dispersão -
18:30","Rua Marquês de Sapucaí -
Dispersão",Cidade Nova,Rio de Janeiro,"Rede de
Distribuição",2,2
24/02/2020,"Concentração
00:00","Rua Marquês de Sapucaí -
Concentração",Cidade Nova,Rio de Janeiro,"Rede de
Distribuição",2,2
24/02/2020,"Dispersão -
00:30","Rua Marquês de Sapucaí -
Dispersão",Cidade Nova,Rio de Janeiro,"Rede de
Distribuição",2,2
24/02/2020,"Concentração
04:00","Rua Marquês de Sapucaí -
Concentração",Cidade Nova,Rio de Janeiro,"Rede de
Distribuição",2,2
24/02/2020,"Dispersão -
04:00","Rua Marquês de Sapucaí -
Dispersão",Cidade Nova,Rio de Janeiro,"Rede de
Distribuição",2,2
24/02/2020,"Concentração
18:32","Rua Marquês de Sapucaí -
Concentração",Cidade Nova,Rio de Janeiro,"Rede de
Distribuição",2,2
24/02/2020,"Dispersão -
18:53","Rua Marquês de Sapucaí -
Dispersão",Cidade Nova,Rio de Janeiro,"Rede de
Distribuição",2,2
25/02/2020,"Concentração
01:20","Rua Marquês de Sapucaí -
Concentração",Cidade Nova,Rio de Janeiro,"Rede de
Distribuição",2,2
25/02/2020,"Dispersão -
00:55","Rua Marquês de Sapucaí -
Dispersão",Cidade Nova,Rio de Janeiro,"Rede de
Distribuição",2,2
25/02/2020,"Concentração
03:30","Rua Marquês de Sapucaí -
Concentração",Cidade Nova,Rio de Janeiro,"Rede de
Distribuição",2,1
25/02/2020,"Dispersão -
03:02","Rua Marquês de Sapucaí -
Dispersão",Cidade Nova,Rio de Janeiro,"Rede de
Distribuição",2,2
25/02/2020,"Concentração
16:30","Rua Marquês de Sapucaí -
Concentração",Cidade Nova,Rio de Janeiro,"Rede de
Distribuição",2,2
25/02/2020,"Concentração
22:00","Rua Marquês de Sapucaí -
Concentração",Cidade Nova,Rio de Janeiro,"Rede de
Distribuição",2,2
29/02/2020,"Concentração
20:40","Rua Marquês de Sapucaí -
Concentração",Cidade Nova,Rio de Janeiro,"Rede de
Distribuição",2,2
29/02/2020,"Dispersão -
20:15","Rua Marquês de Sapucaí -
Dispersão",Cidade Nova,Rio de Janeiro,"Rede de
Distribuição",2,2
22/02/2020,ZS-MC 1,Avenida Glaucio Gil,"Recreio dos
Bandeirantes",Rio de Janeiro,"Rede de
Distribuição",2,2
22/02/2020,ZS-MC 2,Avenida das Américas,Barra da Tijuca,Rio de Janeiro,"Rede de
Distribuição",2,2
22/02/2020,ZS-MC 3,"Avn Pref Mendes De
Moraes",São Conrado,Rio de Janeiro,"Rede de
Distribuição",2,2
22/02/2020,ZS-MC 4,Rua General Artigas,Leblon,Rio de Janeiro,"Rede de
Distribuição",2,1
23/02/2020,ZS-MC 1,Avenida Glaucio Gil,"Recreio dos
Bandeirantes",Rio de Janeiro,"Rede de
Distribuição",2,2
23/02/2020,ZS-MC 2,Avenida das Américas,Barra da Tijuca,Rio de Janeiro,"Rede de
Distribuição",2,2
23/02/2020,ZS-MC 3,"Avn Pref Mendes De
Moraes",São Conrado,Rio de Janeiro,"Rede de
Distribuição",2,1
24/02/2020,ZS-MC 1,Avenida Glaucio Gil,"Recreio dos
Bandeirantes",Rio de Janeiro,"Rede de
Distribuição",2,2
24/02/2020,ZS-MC 2,Avenida das Américas,Barra da Tijuca,Rio de Janeiro,"Rede de
Distribuição",2,2
24/02/2020,ZS-MC 3,"Avn Pref Mendes De
Moraes",São Conrado,Rio de Janeiro,"Rede de
Distribuição",2,2
25/02/2020,ZS-MC 1,Avenida Glaucio Gil,"Recreio dos
Bandeirantes",Rio de Janeiro,"Rede de
Distribuição",2,2
25/02/2020,ZS-MC 2,Avenida das Américas,Barra da Tijuca,Rio de Janeiro,"Rede de
Distribuição",2,2
25/02/2020,ZS-MC 3,"Avn Pref Mendes De
Moraes",São Conrado,Rio de Janeiro,"Rede de
Distribuição",2,2
02/03/2020,RJ-18 - P04,Rua Andrade Pertence,Catete,Rio de Janeiro,"Rede de
Distribuição",2,2
02/03/2020,RJ-18 - P07,"Rua Antonio Mendes
Campos",Glória,Rio de Janeiro,"Rede de
Distribuição",2,2
02/03/2020,RJ-18 - P13,Rua Dom Gerardo,Centro,Rio de Janeiro,"Rede de
Distribuição",2,2
02/03/2020,RJ-18 - P20,Rua Waldemar Dutra,Santo Cristo,Rio de Janeiro,"Rede de
Distribuição",2,2
02/03/2020,BX-05 - P03,"Avn João De Deus
Menezes","N S Ant - São João
de Meriti","São João de
Meriti","Rede de
Distribuição",2,2
02/03/2020,BX-05 - P12,Rua Santo Antonio,"Fluminense - São
João de Meriti","São João de
Meriti","Rede de
Distribuição",2,2
03/03/2020,BX-03 P11,Rua Casulo,Centro - Mesquita,Mesquita,"Rede de
Distribuição",2,2
03/03/2020,BX-03 P15,Trv União,Centro - Mesquita,Mesquita,"Rede de
Distribuição",2,2
03/03/2020,"BX-04/1
P01","Rua Pres Gal Craveiro
Lopes",Olinda - Nilópolis,Nilópolis,"Rede de
Distribuição",2,2
03/03/2020,"BX-04/1
P12",Rua Ver Jose Fortes,Centro - Nilópolis,Nilópolis,"Rede de
Distribuição",2,2
03/03/2020,BX-02 P01,Rdv Washington Luiz,Duque de Caxias,"Duque de
Caxias","Rede de
Distribuição",2,2
03/03/2020,BX-02 P25,Rua Euclides Cunha,"Centenário -
Duque de Caxias","Duque de
Caxias","Rede de
Distribuição",2,2
04/03/2020,Túnel Canal,Avenida Edson Passos,Alto da Boa Vista,Rio de Janeiro,"Macro
Distribuição",2,2
04/03/2020,SA 1078/20,Rua Prof Henrique Costa,Pechincha,Rio de Janeiro,"Rede de
Distribuição",2,2
04/03/2020,SA 1097/20,Rua Jose Colares Moreira,Taquara,Rio de Janeiro,"Rede de
Distribuição",2,2
04/03/2020,SA 1159/20,Rua Cembira,Bento Ribeiro,Rio de Janeiro,"Rede de
Distribuição",2,2
04/03/2020,"SA
1005/20A",Rua Guilhermina,Encantado,Rio de Janeiro,"Rede de
Distribuição",2,2
04/03/2020,SA 1165/20,Rua Benjamim Magalhaes,Pilares,Rio de Janeiro,"Rede de
Distribuição",2,2
04/03/2020,SA 1166/20,Rua Enaldo Cravo Peixoto,Tijuca,Rio de Janeiro,"Rede de
Distribuição",2,2
04/03/2020,SA 1168/20,Rua Ailson Simoes,Bento Ribeiro,Rio de Janeiro,"Rede de
Distribuição",2,2
04/03/2020,SA 1174/20,Rua Zamenhof,Estácio,Rio de Janeiro,"Rede de
Distribuição",2,2
04/03/2020,SA 1182/20,Rua Bucareste,Vigário Geral,Rio de Janeiro,"Rede de
Distribuição",2,2
04/03/2020,SA 1197/20,Rua Fortunato De Brito,Freguesia,Rio de Janeiro,"Rede de
Distribuição",2,2
04/03/2020,"SA
1185/19E",Rua Olegario Mariano,Tijuca,Rio de Janeiro,"Rede de
Distribuição",2,2
05/03/2020,SA 1213/20,Rua Alvaro Ramos,"Botafogo - Band
News",Rio de Janeiro,"Rede de
Distribuição",2,2
05/03/2020,RJ-02 P20,Rua Arnaldo Quintela,Botafogo,Rio de Janeiro,"Rede de
Distribuição",2,2
05/03/2020,RJ-02 P21,Rua Rodrigo De Brito,Botafogo,Rio de Janeiro,"Rede de
Distribuição",2,2
05/03/2020,RJ-02 P22,Rua Assis Bueno,Botafogo,Rio de Janeiro,"Rede de
Distribuição",2,2
05/03/2020,RJ-02 P24,Rua Passagem,Botafogo,Rio de Janeiro,"Rede de
Distribuição",2,2
06/03/2020,RJ-12 P01,Rua Miguel Angelo,Maria da Graça,Rio de Janeiro,"Rede de
Distribuição",2,2
06/03/2020,RJ-12 P08,Rua Miguel Fernandes,Méier,Rio de Janeiro,"Rede de
Distribuição",2,2
06/03/2020,RJ-12 P05,Rua Ferreira De Andrade,Cachambi,Rio de Janeiro,"Rede de
Distribuição",2,2
06/03/2020,RJ-12 P15,Rua Luiz Silva,Abolição,Rio de Janeiro,"Rede de
Distribuição",2,2
06/03/2020,RJ-12 P20,Avn Joao Ribeiro,Pilares,Rio de Janeiro,"Rede de
Distribuição",2,2
06/03/2020,RJ-12 P25,Rua Divino Salvador,Piedade,Rio de Janeiro,"Rede de
Distribuição",2,2
06/03/2020,BX-06 P01,Avn Dr Salles Teixeira,"Aero Clube - Nova
Iguaçu",Nova Iguaçu,"Rede de
Distribuição",2,2
06/03/2020,BX-06 P02,Avn Dr Salles Teixeira,"Aero Clube - Nova
Iguaçu",Nova Iguaçu,"Rede de
Distribuição",2,2
06/03/2020,RJ-15 P83,Rua Juiz de Fora,Grajaú,Rio de Janeiro,"Rede de
Distribuição",2,2
06/03/2020,SA 1221/20,Rua Visc De Santa Isabel,Vila Isabel,Rio de Janeiro,"Rede de
Distribuição",2,2
06/03/2020,SA 1233/20,Rua Eduardo de Sá,Higienópolis,Rio de Janeiro,"Rede de
Distribuição",2,2
06/03/2020,"SA 525/20-
A",Rua Eng Miranda Ribeiro,Realengo,Rio de Janeiro,"Rede de
Distribuição",2,2
06/03/2020,SA 932/20,"Etr. Da Barra de
Guaratiba",Barra de Guaratiba,Rio de Janeiro,"Rede de
Distribuição",2,2
06/03/2020,SA 1124/20,Rua Visc De Araguaia,Santa Cruz,Rio de Janeiro,"Rede de
Distribuição",2,2
06/03/2020,SA 1199/20,Estrada Santa Eugênia,Paciência,Rio de Janeiro,"Rede de
Distribuição",2,2
06/03/2020,SA 1134/20,Rua Tronco Do Ipe,Campo Grande,Rio de Janeiro,"Rede de
Distribuição",2,2
06/03/2020,SA 1208/20,Rua Panama,Penha,Rio de Janeiro,"Rede de
Distribuição",2,2
06/03/2020,SA 1228/20,Etr Guandu Do Sena,Bangu,Rio de Janeiro,"Rede de
Distribuição",2,2
06/03/2020,"ILHA-02
P02",Pra Jequia,Ribeira,Rio de Janeiro,"Rede de
Distribuição",2,2
06/03/2020,"ILHA-02
P07",Rua Formosa Do Zumbi,Zumbi,Rio de Janeiro,"Rede de
Distribuição",2,2
06/03/2020,"ILHA-02
P21",Rua Amapurus,Taua,Rio de Janeiro,"Rede de
Distribuição",2,2
06/03/2020,AA-01,Etr. Santa Cruz,"Senador A
Vasconcellos",Rio de Janeiro,"Rede de
Distribuição",2,2
06/03/2020,RJ-09 P06,Rua Dr Crespo,"Recreio dos
Bandeirantes",Rio de Janeiro,"Rede de
Distribuição",2,2
06/03/2020,RJ-09 P17,Rua Jorge Yunes,"Recreio dos
Bandeirantes",Rio de Janeiro,"Rede de
Distribuição",2,2
06/03/2020,RJ-09 P16,Rua Joaquim Cardoso,"Recreio dos
Bandeirantes",Rio de Janeiro,"Rede de
Distribuição",2,2
06/03/2020,RJ-02 P30,Rua Miguel Pereira,Humaitá,Rio de Janeiro,"Rede de
Distribuição",2,2
06/03/2020,RJ-03 P10,Rua Alberto Ribeiro,Jardim Botânico,Rio de Janeiro,"Rede de
Distribuição",2,2
06/03/2020,RJ-16 P15,Avn Atlantica,Copacabana,Rio de Janeiro,"Rede de
Distribuição",2,2
06/03/2020,SA 690/20,Rua Sta Cristina,Santa Teresa,Rio de Janeiro,"Rede de
Distribuição",2,2
06/03/2020,SA 1236/20,Rua Justino De Sousa,São Cristóvão,Rio de Janeiro,"Rede de
Distribuição",2,2
09/03/2020,RJ-01 P04,Rua Geminiano Gois,Jacarepaguá,Rio de Janeiro,"Rede de
Distribuição",2,1
09/03/2020,RJ-01 P07,Avn Geremario Dantas,Tanque,Rio de Janeiro,"Rede de
Distribuição",2,2
09/03/2020,RJ-01 P08,Etr Tres Rios,Jacarepaguá,Rio de Janeiro,"Rede de
Distribuição",2,2
09/03/2020,SA 760/20,Rua Andrade Araujo,Oswaldo Cruz,Rio de Janeiro,"Rede de
Distribuição",2,2
09/03/2020,SA 829/20,Rua Vaz Lobo,Vaz Lobo,Rio de Janeiro,"Rede de
Distribuição",2,2
09/03/2020,SA 832/20,Rua Ferreira Cantao,Irajá,Rio de Janeiro,"Rede de
Distribuição",2,2
09/03/2020,SA 849/20,Rua Prof Paula Aquiles,Vila da Penha,Nova Iguaçu,"Rede de
Distribuição",2,1
09/03/2020,SA 1080/20,Rua Parauna,"Ricardo de
Albuquerque",Nova Iguaçu,"Rede de
Distribuição",3,2
09/03/2020,SA 1139/20,Avn Sao Felix,Vista Alegre,Rio de Janeiro,"Rede de
Distribuição",2,1
10/03/2020,RJ-16 P04,Avn Epitacio Pessoa,Ipanema,Rio de Janeiro,"Rede de
Distribuição",2,2
10/03/2020,RJ-16 P08,Rua Vinicius De Moraes,Ipanema,Rio de Janeiro,"Rede de
Distribuição",2,2
10/03/2020,RJ-16 P23,Rua Gustavo Sampaio,Leme,Rio de Janeiro,"Rede de
Distribuição",2,2
10/03/2020,RJ-16 P34,Avn Pasteur,Botafogo,Rio de Janeiro,"Rede de
Distribuição",2,2
10/03/2020,SA 1265/20,Rua Benjamin Constant,Glória,Rio de Janeiro,"Rede de
Distribuição",2,2
11/03/2020,Túnel Canal,Avenida Edson Passos,Alto da Boa Vista,Rio de Janeiro,"Macro
Distribuição",2,2
11/03/2020,SA 1191/20,Rua Itaquera,Inhaúma,Rio de Janeiro,"Rede de
Distribuição",2,2
11/03/2020,SA 1277/20,Rua Irapua,Penha Circular,Rio de Janeiro,"Rede de
Distribuição",2,2
11/03/2020,INT-02 P03,Rua Miltom,Ramos,Rio de Janeiro,"Rede de
Distribuição",2,2
11/03/2020,INT-02 P20,Rua Montevideo,Penha,Rio de Janeiro,"Rede de
Distribuição",2,2
11/03/2020,INT-02 P27,Rua Angatuba,Braz de Pina,Rio de Janeiro,"Rede de
Distribuição",2,2
11/03/2020,RJ-15 P04,Rua Bom Pastor,Tijuca,Rio de Janeiro,"Rede de
Distribuição",2,2
11/03/2020,RJ-15 P10,Rua Visc De Itamarati,Maracanã,Rio de Janeiro,"Rede de
Distribuição",2,2
11/03/2020,RJ-15 P21,"Blv Vinte E Oito De
Setembro",Vila Isabel,Rio de Janeiro,"Rede de
Distribuição",2,2
11/03/2020,RJ-15 P27,Rua Barao Do Bom Retiro,Grajaú,Rio de Janeiro,"Rede de
Distribuição",2,2
11/03/2020,RJ-15 P30,Rua Itabaiana,Grajaú,Rio de Janeiro,"Rede de
Distribuição",2,2
11/03/2020,RJ-15 P36,Rua Leopoldo,Andaraí,Rio de Janeiro,"Rede de
Distribuição",2,2
11/03/2020,RJ-07 P01,Etr Lameirao,Santíssimo,Rio de Janeiro,"Rede de
Distribuição",2,2
11/03/2020,RJ-07 P02,Etr Viegas,Senador Camara,Rio de Janeiro,"Rede de
Distribuição",2,2
11/03/2020,RJ-07-P19,"Rua Augusto De
Vasconcelos",Campo Grande,Rio de Janeiro,"Rede de
Distribuição",2,1
11/03/2020,RJ-07 P24,Avn Joaquim Magalhaes,Sen A Vasconcelos,Rio de Janeiro,"Rede de
Distribuição",2,2
11/03/2020,SA 998/20,Estrada Cabuçu,Campo Grande,Rio de Janeiro,"Rede de
Distribuição",2,1
11/03/2020,SA 1170/20,Rua Artur Rios,Campo Grande,Rio de Janeiro,"Rede de
Distribuição",2,2
12/03/2020,SA 1303/20,Rua Paim Pamplona,Sampaio,Rio de Janeiro,"Rede de
Distribuição",2,1
12/03/2020,SA 1249/20,Rua Jose Dos Reis,Engenho de Dentro,Rio de Janeiro,"Rede de
Distribuição",2,1
12/03/2020,SA 1112/20,Trv Cassiano,Santa Teresa,Rio de Janeiro,Rede de Distribuição,2,1
12/03/2020,SA 1307/20,Avn Henrique Dumont,Ipanema,Rio de Janeiro,"Rede de
Distribuição",2,2
12/03/2020,RJ-03 P18,Avn Padre Leonel Franca,Gávea,Rio de Janeiro,"Rede de
Distribuição",2,2
12/03/2020,RJ-14 P03,Prc Vila Formosa,Pedra de Guaratiba,Rio de Janeiro,"Rede de
Distribuição",2,2
12/03/2020,RJ-14 P25,Etr Grama,Guaratiba,Rio de Janeiro,"Rede de
Distribuição",2,1
12/03/2020,SA 88/20A,"Rua Marques De São
Vicente",Gávea,Rio de Janeiro,"Rede de
Distribuição",2,2
12/03/2020,SA 926/20A,Rua José Fernandes,Sepetiba,Rio de Janeiro,"Rede de
Distribuição",2,2
12/03/2020,SA 1130/20,Rua Tupitinga,Cosmos,Rio de Janeiro,"Rede de
Distribuição",2,2
12/03/2020,SA 1162/20,"Rua Embaix Moniz
Gordilho",Inhoaiba,Rio de Janeiro,"Rede de
Distribuição",2,2
12/03/2020,SA 1222/20,Prc Gado,Santa Cruz,Rio de Janeiro,"Rede de
Distribuição",2,1
12/03/2020,SA 1254/20,Rua Das Acacias,Gávea,Rio de Janeiro,"Rede de
Distribuição",2,2
13/03/2020,RJ-08 P11,Rua Einstein,Barra da Tijuca,Rio de Janeiro,"Rede de
Distribuição",2,2
13/03/2020,RJ-08 P23,Avn Do Pepe,Barra da Tijuca,Rio de Janeiro,"Rede de
Distribuição",2,2
13/03/2020,RJ-08 P27,Avn Afonso Taunay,Barra da Tijuca,Rio de Janeiro,"Rede de
Distribuição",2,2
13/03/2020,SA 1207/20,Rua Pompeu Loureiro,Copacabana,Rio de Janeiro,"Rede de
Distribuição",2,2
13/03/2020,SA 1243/20,Rua Sao Clemente,Botafogo,Rio de Janeiro,"Rede de
Distribuição",2,2
13/03/2020,SA 1272/20,Rua Duvivier,Copacabana,Rio de Janeiro,"Rede de
Distribuição",2,2
13/03/2020,"SA
1152/20A",Avn Braz De Pina,Braz de Pina,Rio de Janeiro,"Rede de
Distribuição",2,2
13/03/2020,SA 436/20A,Rua Jose Bonifacio,Todos os Santos,Rio de Janeiro,"Rede de
Distribuição",2,2
13/03/2020,SA 1301/20,Rua Fabio Luz,Méier,Rio de Janeiro,"Rede de
Distribuição",2,2
